Survey;answer_identifier;Informed Consent;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P19;P18;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30;P31;Online course frustration;Computer for exclusive use;Internet connection;Covid-concern1;Covid-concern2;Covid-concern3;Covid-concern4;Anonymized student ID
survey1;147;Yes;2;4;3;3;2;3;2;4;3;4;4;4;4;4;3;2;5;5;5;4;5;3;4;3;4;4;4;5;3;3;4;4;Yes;Stable, in some cases I've had issues;4;5;5;2;553
survey1;148;Yes;5;5;2;5;3;4;2;3;4;5;2;5;3;3;4;5;5;3;5;5;4;4;5;5;4;4;5;3;5;1;5;5;Yes;Very stable;1;4;5;1;207
survey1;149;Yes;1;4;4;5;3;2;3;4;5;5;2;4;5;5;2;5;5;4;4;4;5;4;5;3;4;4;5;5;3;2;3;2;Yes;Unstable, sometimes I've got problems;1;5;5;1;881
survey1;150;Yes;5;5;2;5;4;4;3;2;4;4;3;5;4;2;4;4;4;2;5;4;4;4;4;4;4;4;4;2;4;3;4;4;Yes;Very stable;4;4;4;2;342
survey1;151;Yes;2;3;4;3;1;1;3;1;2;3;3;3;2;4;1;2;3;5;4;2;3;3;3;3;2;2;3;5;2;2;3;5;Yes;Stable, in some cases I've had issues;5;5;5;4;578
survey1;152;Yes;3;5;4;4;3;2;3;4;3;4;4;4;4;3;2;3;4;4;5;4;4;4;5;3;4;4;4;4;4;3;4;4;Yes;Stable, in some cases I've had issues;5;5;5;2;670
survey1;153;Yes;4;3;2;4;3;4;3;4;2;5;3;5;5;3;4;3;4;2;4;3;5;5;5;5;3;5;4;1;4;1;4;4;Yes;Stable, in some cases I've had issues;2;4;5;1;656
survey1;154;Yes;4;4;1;4;3;4;2;2;4;5;1;5;4;1;4;5;5;4;4;4;4;5;5;4;4;5;4;5;4;2;4;1;Yes;Stable, in some cases I've had issues;3;5;5;1;532
survey1;155;Yes;3;5;3;4;3;2;2;4;5;5;4;4;3;5;4;3;5;4;5;3;5;5;5;3;5;5;5;2;2;5;5;4;Yes;Unstable, sometimes I've got problems;4;5;5;1;597
survey1;156;Yes;4;5;4;3;3;2;2;4;4;4;2;5;3;5;3;4;4;4;5;4;5;5;4;3;5;4;5;4;4;5;4;5;Yes;Stable, in some cases I've had issues;5;5;5;2;233
survey1;157;Yes;4;5;1;4;4;4;4;2;4;4;5;4;4;1;4;4;4;2;5;5;5;4;4;4;4;4;4;3;4;3;4;5;Yes;Stable, in some cases I've had issues;5;5;5;1;411
survey1;158;Yes;3;3;5;4;2;2;3;3;3;4;3;4;4;2;2;3;3;4;4;3;4;3;4;4;3;3;4;5;4;4;3;5;Yes;Stable, in some cases I've had issues;3;5;4;4;828
survey1;159;Yes;4;4;3;5;3;4;5;3;4;5;4;5;5;5;4;4;3;4;4;3;5;3;5;1;3;4;4;3;4;2;4;1;Yes;Stable, in some cases I've had issues;3;4;5;1;575
survey1;160;Yes;5;4;1;3;5;5;1;2;3;4;2;5;4;4;5;5;5;4;5;5;5;4;4;4;3;5;4;5;5;4;5;5;Yes;Unstable, sometimes I've got problems;5;5;4;2;572
survey1;161;Yes;3;5;2;4;4;4;5;5;4;5;5;5;4;5;4;5;4;4;5;4;5;5;5;2;4;4;5;4;4;5;4;4;Yes;Stable, in some cases I've had issues;4;5;3;2;236
survey1;162;Yes;5;5;3;5;5;5;5;4;5;5;5;5;5;4;5;5;5;4;5;5;5;5;5;5;5;5;5;4;5;5;5;5;Yes;Unstable, sometimes I've got problems;5;5;5;5;756
survey1;163;Yes;4;4;3;4;4;3;3;3;4;3;4;4;3;3;3;4;4;4;5;4;5;4;4;4;4;4;3;4;4;4;4;5;Yes;Unstable, sometimes I've got problems;4;5;5;3;258
survey1;164;Yes;3;4;3;4;4;4;4;5;3;5;5;5;3;4;4;4;5;4;4;4;5;4;4;4;3;4;5;5;4;3;4;4;Yes;Very stable;4;5;5;2;285
survey1;165;Yes;4;4;2;5;5;4;5;4;5;5;4;5;5;4;4;5;5;3;5;5;5;4;5;4;4;5;5;3;4;4;4;1;Yes;Stable, in some cases I've had issues;4;5;5;3;627
survey1;166;Yes;2;5;4;4;1;2;4;4;2;4;4;3;4;4;2;3;3;4;4;3;4;4;4;3;1;3;3;4;3;4;4;5;No;Unstable, sometimes I've got problems;4;5;5;5;240
survey1;167;Yes;3;4;2;4;2;2;4;4;2;5;5;5;4;4;3;4;3;4;4;4;5;5;5;5;2;4;3;3;4;4;4;5;Yes;Unstable, sometimes I've got problems;5;5;5;3;859
survey1;168;Yes;4;5;3;4;3;4;3;3;5;5;4;5;3;4;5;4;4;4;5;4;5;4;5;5;4;5;4;4;4;3;4;3;Yes;Stable, in some cases I've had issues;3;4;5;1;613
survey1;169;Yes;4;5;3;5;4;4;3;4;3;5;3;5;4;2;4;4;4;3;5;4;5;4;5;3;4;4;4;4;5;2;4;3;Yes;Stable, in some cases I've had issues;4;4;4;1;841
survey1;170;Yes;5;4;3;5;4;4;4;2;3;4;3;5;2;3;5;5;5;4;5;5;5;5;5;4;4;5;5;4;5;4;4;4;Yes;Stable, in some cases I've had issues;3;4;3;3;60
survey1;171;Yes;5;5;5;3;3;2;3;4;4;5;2;4;3;4;4;4;5;4;4;4;5;5;5;3;4;4;4;4;3;4;3;2;Yes;Stable, in some cases I've had issues;1;5;4;1;608
survey1;172;Yes;3;4;2;3;3;3;3;4;4;4;4;4;4;3;4;3;3;4;4;4;5;3;4;3;4;3;3;4;4;2;4;4;Yes;Unstable, sometimes I've got problems;2;2;5;2;303
survey1;173;Yes;3;4;4;5;2;2;3;5;5;5;4;4;5;5;2;3;4;5;4;2;5;4;4;3;4;4;5;5;3;4;3;5;Yes;Stable, in some cases I've had issues;4;5;4;2;563
survey1;174;Yes;4;3;4;5;3;4;2;3;4;5;3;5;3;4;2;3;5;2;5;4;4;3;5;2;2;5;5;4;4;2;4;1;Yes;Stable, in some cases I've had issues;2;5;5;1;615
survey1;175;Yes;5;5;1;5;5;5;5;4;4;4;5;5;5;2;5;5;3;1;5;5;5;4;4;4;5;4;4;2;5;3;5;5;Yes;Stable, in some cases I've had issues;4;4;5;1;186
survey1;176;Yes;3;4;2;5;4;4;3;3;4;5;3;5;3;4;4;3;4;3;4;4;5;4;5;3;3;4;4;2;4;2;4;3;Yes;Stable, in some cases I've had issues;3;4;4;2;490
survey1;177;Yes;5;5;3;4;3;3;4;2;3;5;5;5;3;4;3;5;5;3;4;3;4;5;5;3;3;4;5;3;3;2;3;4;Yes;Stable, in some cases I've had issues;5;5;4;2;53
survey1;178;Yes;4;5;2;3;3;4;3;3;2;5;2;5;5;2;4;4;5;2;4;4;5;5;5;3;3;4;4;2;4;3;4;3;Yes;Stable, in some cases I've had issues;3;4;5;2;576
survey1;179;Yes;5;4;2;4;4;3;3;2;4;4;4;4;4;2;4;5;5;3;4;4;4;4;4;4;4;4;4;4;4;1;4;5;Yes;Very stable;1;4;2;1;187
survey1;180;Yes;4;5;2;4;4;4;3;2;3;4;4;5;4;2;4;4;4;2;4;4;4;4;4;3;4;4;4;2;4;4;4;4;Yes;Stable, in some cases I've had issues;4;4;4;1;639
survey1;181;Yes;3;5;4;5;3;4;2;3;3;4;3;4;4;4;4;4;4;4;4;3;5;4;4;4;4;4;4;4;4;3;4;3;Yes;Stable, in some cases I've had issues;4;5;5;2;747
survey1;182;Yes;4;4;4;3;4;5;5;3;4;3;4;3;4;5;4;5;5;5;5;5;4;5;4;3;3;4;4;2;4;4;3;4;No;Stable, in some cases I've had issues;2;4;4;2;82
survey1;183;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey1;184;Yes;4;5;2;5;3;4;2;3;4;5;1;5;4;4;4;3;5;2;5;4;4;5;5;3;4;5;4;2;4;3;5;2;Yes;Stable, in some cases I've had issues;3;5;5;1;473
survey1;185;Yes;5;5;1;5;3;4;2;3;4;4;2;5;4;2;4;4;5;3;5;4;4;5;5;3;4;5;3;2;5;1;5;3;Yes;Stable, in some cases I've had issues;4;4;5;1;826
survey1;186;Yes;3;4;3;4;3;4;4;2;5;4;4;5;3;2;4;3;3;3;5;4;4;3;4;3;4;4;4;4;4;3;4;5;Yes;Very stable;4;4;4;2;579
survey1;187;Yes;4;5;4;3;3;4;4;5;3;4;4;5;4;3;3;3;4;3;5;5;5;4;5;4;3;5;4;3;4;3;4;3;Yes;Unstable, sometimes I've got problems;5;5;5;1;81
survey1;188;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey1;189;Yes;3;3;4;4;3;3;4;4;3;4;4;5;4;5;3;3;4;3;4;3;4;4;4;3;3;4;3;3;4;3;4;3;No;Unstable, sometimes I've got problems;5;5;5;4;177
survey1;190;Yes;5;5;1;5;5;5;5;2;4;4;3;5;3;2;5;5;5;2;5;5;5;5;5;4;4;5;4;2;5;2;5;2;Yes;Very stable;3;4;4;1;921
survey1;191;Yes;3;5;3;4;4;4;4;3;3;5;3;5;4;4;4;3;5;3;5;5;5;5;5;3;3;5;5;3;5;3;4;4;Yes;Stable, in some cases I've had issues;2;5;4;1;888
survey1;192;Yes;5;5;3;5;4;4;5;3;3;5;5;5;5;4;4;5;5;4;5;4;5;5;5;4;3;5;5;5;5;5;5;4;Yes;Stable, in some cases I've had issues;3;5;5;2;894
survey1;193;Yes;3;5;1;5;5;5;5;4;4;5;3;5;5;3;4;4;5;4;5;5;5;5;5;4;4;5;5;4;5;5;5;4;Yes;Stable, in some cases I've had issues;4;4;3;1;934
survey1;194;Yes;4;4;2;5;3;3;5;2;4;4;4;4;5;2;4;4;4;3;5;5;5;3;5;4;4;4;4;1;5;4;4;1;Yes;Stable, in some cases I've had issues;2;4;3;1;49
survey1;195;Yes;4;4;4;5;4;4;5;4;4;5;5;4;4;4;3;5;5;4;4;4;5;5;5;4;3;5;5;4;4;5;4;5;No;Unstable, sometimes I've got problems;5;5;5;4;160
survey1;196;Yes;1;2;4;1;1;1;3;5;2;2;4;3;1;4;1;1;2;4;3;2;4;1;2;2;2;1;3;4;2;3;3;5;Yes;Stable, in some cases I've had issues;5;5;5;4;310
survey1;197;Yes;5;5;1;3;4;4;4;2;4;5;4;5;3;4;4;5;5;4;5;5;5;4;5;3;5;5;5;4;4;4;5;1;Yes;Stable, in some cases I've had issues;5;5;5;2;643
survey1;198;Yes;4;4;4;3;3;5;1;2;4;4;2;4;3;3;5;4;2;3;4;4;4;4;5;3;5;3;4;3;4;3;4;4;Yes;Very stable;2;4;5;2;56
survey1;199;Yes;5;5;1;4;5;5;2;2;3;4;1;5;5;2;5;5;4;2;5;5;5;5;4;5;4;5;3;2;5;1;5;2;Yes;Stable, in some cases I've had issues;3;5;5;2;469
survey1;200;Yes;3;4;3;4;3;3;2;3;5;4;3;3;4;4;3;3;4;5;3;3;5;4;5;3;3;3;4;5;3;1;3;4;Yes;Stable, in some cases I've had issues;2;4;5;3;718
survey1;201;Yes;3;4;3;3;3;3;4;3;3;4;5;5;4;4;3;3;4;3;4;4;5;4;4;2;3;4;4;3;4;3;4;5;Yes;Unstable, sometimes I've got problems;5;5;5;1;725
survey1;202;Yes;3;5;2;3;3;4;3;4;4;4;2;5;4;4;4;3;3;4;5;5;5;3;4;2;4;3;3;4;4;2;4;3;Yes;Unstable, sometimes I've got problems;1;2;5;1;invalid id
survey1;203;Yes;5;5;2;5;5;5;1;3;5;5;1;5;3;3;5;5;5;3;5;5;5;4;5;5;4;5;5;2;4;1;4;4;Yes;Stable, in some cases I've had issues;4;5;5;3;383
survey1;204;Yes;3;4;4;4;3;4;3;5;5;4;5;4;3;5;4;3;4;4;4;3;4;3;5;3;4;4;3;5;4;4;3;5;Yes;Stable, in some cases I've had issues;4;5;5;1;289
survey1;205;Yes;4;5;3;4;3;4;3;4;4;5;4;5;3;4;4;5;4;2;5;4;4;3;4;3;4;4;4;3;4;3;4;5;Yes;Stable, in some cases I've had issues;4;4;4;2;269
survey1;206;Yes;2;5;2;4;3;4;3;2;3;5;3;5;4;2;4;3;4;4;5;4;5;5;5;2;4;5;4;4;4;2;4;3;Yes;Very stable;4;5;5;1;355
survey1;207;Yes;2;3;4;4;3;2;4;5;3;4;3;4;2;5;2;2;4;4;3;3;4;3;4;2;3;4;3;5;3;5;4;1;Yes;Stable, in some cases I've had issues;4;5;5;2;17
survey1;208;Yes;4;5;3;5;3;4;4;3;5;4;5;4;4;4;3;4;4;3;5;5;5;5;5;4;5;4;4;3;4;4;5;4;Yes;Stable, in some cases I've had issues;4;5;5;2;854
survey1;209;Yes;4;5;1;4;5;5;3;2;2;4;3;4;3;1;5;4;4;2;4;4;4;4;4;3;3;4;4;1;4;2;4;5;Yes;Very stable;4;4;4;1;358
survey1;210;Yes;5;5;1;4;4;4;2;5;4;5;3;5;5;4;4;5;5;3;5;4;4;5;5;5;5;5;4;2;4;1;4;3;Yes;Stable, in some cases I've had issues;3;4;4;1;503
survey1;211;Yes;3;5;4;4;2;2;4;4;4;4;5;4;4;5;2;3;3;5;4;2;4;4;5;3;4;3;4;5;4;3;4;3;Yes;Stable, in some cases I've had issues;5;5;5;1;709
survey1;212;Yes;4;5;1;5;5;4;3;3;5;5;3;5;5;3;4;4;5;3;5;5;5;4;5;3;5;5;5;3;4;4;5;2;Yes;Stable, in some cases I've had issues;3;3;3;1;923
survey1;213;Yes;4;5;2;5;3;3;2;3;4;5;2;5;3;5;3;4;4;4;4;4;4;4;5;4;3;4;5;3;4;2;4;3;Yes;Stable, in some cases I've had issues;3;5;3;1;64
survey1;214;Yes;4;4;3;3;3;3;4;3;5;4;4;4;4;5;3;4;4;3;4;3;4;4;3;3;4;4;4;3;3;4;3;5;Yes;Stable, in some cases I've had issues;3;4;5;3;600
survey1;215;Yes;4;4;2;5;4;5;3;3;3;5;3;5;4;2;5;5;5;3;4;5;5;4;5;3;3;5;5;3;5;3;5;4;Yes;Stable, in some cases I've had issues;4;5;5;2;189
survey1;216;Yes;5;5;1;5;5;5;3;4;4;5;4;5;5;3;5;5;5;4;5;5;5;5;5;5;4;5;5;4;5;3;5;1;Yes;Stable, in some cases I've had issues;5;5;5;1;614
survey1;217;Yes;4;5;1;5;5;4;3;4;4;5;2;5;5;2;4;3;5;4;5;5;5;5;5;3;4;5;5;4;5;4;4;3;Yes;Very stable;4;5;5;2;748
survey1;218;Yes;3;5;2;4;3;3;3;2;4;4;4;4;4;3;3;3;4;3;4;4;5;3;4;3;4;4;3;3;4;3;4;3;Yes;Unstable, sometimes I've got problems;3;5;5;2;232
survey1;219;Yes;5;5;1;4;5;5;3;3;5;5;1;5;5;1;5;5;5;3;5;5;5;5;5;5;4;5;5;2;5;2;5;4;Yes;Stable, in some cases I've had issues;3;5;5;1;508
survey1;220;Yes;5;5;2;5;5;5;5;2;5;5;4;5;5;1;5;5;4;2;5;5;5;3;5;5;5;5;5;5;5;1;5;5;Yes;Stable, in some cases I've had issues;1;1;5;1;222
survey1;221;Yes;4;5;1;5;4;5;1;1;4;5;1;5;3;3;5;4;5;2;5;5;4;4;5;4;3;4;5;3;5;1;5;3;Yes;Unstable, sometimes I've got problems;3;5;5;1;50
survey1;222;Yes;4;5;3;5;4;5;4;4;3;5;4;5;4;3;5;3;5;4;5;4;5;5;4;3;4;5;5;2;5;1;5;2;Yes;Unstable, sometimes I've got problems;4;3;4;1;275
survey1;223;Yes;3;5;4;2;3;3;3;3;5;5;3;4;4;2;4;3;5;4;4;5;4;3;5;3;4;4;4;3;5;4;4;4;Yes;Very stable;5;5;5;1;516
survey1;224;Yes;4;5;1;5;3;4;4;3;4;5;2;5;4;4;3;5;5;4;4;4;5;5;5;4;5;5;5;4;4;3;3;1;Yes;Very stable;5;5;5;3;555
survey1;225;Yes;4;4;2;4;3;4;3;2;4;5;3;4;4;2;3;4;4;3;4;4;5;4;5;3;4;4;5;3;4;2;4;1;Yes;Stable, in some cases I've had issues;4;5;4;1;35
survey1;226;Yes;4;4;4;4;3;4;4;4;3;5;4;5;3;5;4;4;4;4;5;4;5;5;5;4;4;5;5;4;4;3;4;3;Yes;Stable, in some cases I've had issues;3;5;5;4;36
survey1;227;Yes;4;5;2;5;3;4;3;2;5;5;3;5;4;3;4;4;5;2;5;5;5;5;5;4;4;5;5;3;4;4;4;3;Yes;Very stable;4;5;4;1;733
survey1;228;Yes;5;5;2;4;3;4;2;2;4;4;3;5;4;3;4;4;4;3;4;4;4;5;4;4;4;4;4;3;4;3;4;1;Yes;Stable, in some cases I've had issues;4;4;5;3;371
survey1;229;Yes;2;4;5;3;2;2;4;4;4;4;4;2;2;3;2;3;2;4;4;2;4;3;4;3;3;3;3;5;2;2;2;4;Yes;Stable, in some cases I've had issues;5;5;5;5;855
survey1;230;Yes;4;5;3;4;3;4;5;2;4;5;4;5;5;2;4;5;5;4;5;4;5;5;5;4;3;5;5;4;4;4;3;4;Yes;Stable, in some cases I've had issues;4;5;5;3;802
survey1;231;Yes;5;4;2;4;4;4;4;5;3;5;3;5;4;4;4;5;4;4;5;4;4;4;5;3;4;5;4;4;5;3;4;4;Yes;Stable, in some cases I've had issues;4;5;4;1;813
survey1;232;Yes;4;5;3;4;2;3;3;4;4;5;3;5;5;4;4;4;4;4;4;3;5;5;5;3;4;4;4;4;4;3;4;2;Yes;Stable, in some cases I've had issues;3;5;4;1;683
survey1;233;Yes;4;5;2;5;5;5;4;4;4;5;4;5;5;4;5;4;5;2;5;5;5;5;5;4;4;5;5;3;5;5;5;4;Yes;Stable, in some cases I've had issues;4;5;5;2;543
survey1;234;Yes;5;5;3;5;5;4;2;2;5;5;2;5;5;4;4;5;5;4;5;5;5;5;5;5;5;5;5;4;4;4;4;3;Yes;Stable, in some cases I've had issues;5;5;5;1;814
survey1;235;Yes;4;4;3;3;4;3;4;3;4;3;3;4;3;4;3;3;4;3;4;4;4;3;3;3;3;4;3;3;4;3;4;4;Yes;Stable, in some cases I've had issues;4;4;3;2;625
survey1;236;Yes;4;5;3;5;5;4;4;2;5;5;1;5;5;1;5;5;5;1;5;5;5;5;5;5;5;5;5;3;5;1;5;2;Yes;Stable, in some cases I've had issues;3;4;5;3;909
survey1;237;Yes;5;5;1;5;5;5;4;3;2;5;3;5;4;3;4;5;5;4;4;5;5;5;5;5;3;5;5;4;4;3;5;2;Yes;Stable, in some cases I've had issues;4;5;3;1;533
survey1;238;Yes;5;5;1;5;5;5;2;4;3;4;1;5;4;4;5;5;5;2;5;5;5;5;5;5;4;5;5;4;5;2;5;2;Yes;Stable, in some cases I've had issues;4;5;5;2;367
survey1;239;Yes;3;4;3;4;3;4;4;3;3;4;3;4;4;4;4;4;4;2;4;4;4;4;4;3;4;4;4;3;4;2;4;5;Yes;Very unstable;3;4;4;2;587
survey1;240;Yes;5;5;2;5;5;4;5;3;3;5;4;5;4;3;4;5;5;3;4;4;5;5;1;5;4;5;5;3;5;1;4;3;Yes;Stable, in some cases I've had issues;4;4;4;1;704
survey1;241;Yes;3;5;5;4;3;3;1;1;2;5;1;5;1;1;5;1;5;2;5;4;4;5;5;5;3;5;5;1;3;1;3;1;Yes;Stable, in some cases I've had issues;1;1;4;1;569
survey1;242;Yes;3;4;4;4;3;3;4;4;3;5;3;4;4;4;3;3;3;4;4;5;3;4;3;4;4;3;4;4;3;4;3;5;Yes;Stable, in some cases I've had issues;1;3;4;1;761
survey1;243;Yes;5;5;5;5;5;5;2;1;3;5;2;5;5;1;5;5;5;1;5;5;5;5;5;5;5;5;5;1;5;1;5;3;Yes;Stable, in some cases I've had issues;3;3;4;1;198
survey1;244;Yes;3;3;3;2;2;2;3;3;3;4;2;4;2;4;2;2;3;3;4;3;4;3;4;4;2;4;4;4;3;2;4;2;Yes;Stable, in some cases I've had issues;5;5;5;3;727
survey1;245;Yes;4;5;2;4;5;3;2;3;4;5;3;5;4;3;4;4;5;2;5;5;5;4;5;4;5;5;4;2;4;3;5;4;Yes;Very stable;2;2;5;1;645
survey1;246;Yes;5;5;3;5;4;4;5;5;5;5;5;5;5;5;4;5;5;4;5;4;5;5;5;5;4;5;5;4;5;5;4;5;Yes;Very stable;5;5;5;1;110
survey1;247;Yes;3;4;4;3;4;3;5;4;2;5;4;5;3;3;2;5;5;4;4;4;5;4;4;4;1;5;4;4;4;4;4;5;Yes;Unstable, sometimes I've got problems;4;4;5;2;549
survey1;248;Yes;4;3;2;5;4;3;3;4;5;5;4;5;3;4;3;5;5;3;4;4;5;5;5;4;4;5;5;3;4;3;4;3;Yes;Stable, in some cases I've had issues;2;5;5;1;265
survey1;249;Yes;3;5;2;5;3;2;5;4;4;5;5;5;4;5;2;3;5;5;5;3;5;4;5;3;4;5;5;5;3;5;3;5;Yes;Unstable, sometimes I've got problems;4;4;4;2;308
survey1;250;Yes;3;5;3;5;3;4;2;4;4;5;5;5;4;3;5;5;5;4;5;5;5;5;5;5;4;5;5;4;4;2;4;3;Yes;Stable, in some cases I've had issues;4;4;4;1;353
survey1;251;Yes;2;5;1;5;5;5;5;1;5;5;5;5;5;1;5;4;5;1;5;5;5;5;5;5;5;5;5;1;5;5;5;5;No;Very stable;4;4;4;1;89
survey1;252;Yes;2;5;4;4;3;4;4;3;1;4;5;4;3;4;4;4;5;4;4;4;4;5;5;4;1;5;3;4;4;4;4;5;Yes;Unstable, sometimes I've got problems;5;5;5;3;294
survey1;253;Yes;3;4;4;3;3;3;4;4;3;4;4;4;4;4;3;3;4;4;4;3;5;4;4;2;3;4;3;4;4;2;4;3;Yes;Stable, in some cases I've had issues;2;2;4;1;334
survey1;254;Yes;5;5;2;4;4;4;3;4;3;5;4;5;3;4;4;5;5;3;4;4;5;5;5;4;4;5;4;4;4;3;4;4;Yes;Stable, in some cases I've had issues;4;5;5;2;823
survey1;255;Yes;4;4;1;3;3;4;4;4;4;4;4;4;2;2;4;4;3;5;4;4;4;3;4;4;4;4;3;4;4;2;4;3;Yes;Very stable;4;5;4;3;141
survey1;256;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey1;257;Yes;5;5;1;5;5;5;5;3;5;5;5;5;5;2;5;5;5;2;5;5;5;5;5;5;5;5;5;3;5;5;5;1;Yes;Stable, in some cases I've had issues;2;4;5;1;778
survey1;258;Yes;4;4;2;3;5;3;4;4;4;4;3;5;3;1;4;4;4;2;5;5;4;4;4;3;4;4;4;2;4;4;4;2;Yes;Stable, in some cases I've had issues;4;4;3;1;682
survey1;259;Yes;4;4;3;3;3;3;3;3;4;4;4;4;4;4;3;4;4;4;4;3;4;3;4;2;4;4;4;4;3;4;3;4;Yes;Unstable, sometimes I've got problems;5;5;5;3;96
survey1;260;Yes;3;5;3;4;3;3;3;3;4;5;3;5;3;4;3;4;5;4;4;3;5;4;5;4;4;4;5;4;4;3;3;4;Yes;Unstable, sometimes I've got problems;4;5;4;3;585
survey1;261;Yes;2;3;4;3;2;2;4;4;4;4;2;4;2;4;2;2;3;4;4;2;4;4;4;3;2;3;4;4;2;2;2;5;Yes;Stable, in some cases I've had issues;5;5;5;2;580
survey1;262;Yes;5;5;2;5;5;5;5;2;5;4;5;5;5;4;5;5;4;5;5;5;5;4;5;5;5;5;5;4;5;5;5;1;Yes;Stable, in some cases I've had issues;1;4;5;3;241
survey1;263;Yes;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;1;4;2;2;4;2;4;3;5;Yes;Very stable;3;4;5;2;714
survey1;264;Yes;3;4;3;2;4;2;4;5;3;4;5;4;3;5;3;3;3;4;4;3;4;4;4;3;3;3;5;3;4;4;3;4;Yes;Stable, in some cases I've had issues;3;4;4;1;317
survey1;265;Yes;3;4;3;5;3;4;4;4;5;5;3;4;4;5;2;2;5;4;4;4;5;3;4;3;4;5;4;4;3;5;3;4;Yes;Unstable, sometimes I've got problems;3;4;5;1;792
survey1;266;Yes;4;4;5;5;3;4;5;4;3;5;5;4;4;4;3;4;5;5;4;4;4;5;4;4;4;5;5;2;4;5;4;5;Yes;Unstable, sometimes I've got problems;3;4;3;1;772
survey1;267;Yes;4;5;2;3;4;4;2;3;4;4;3;4;3;1;3;4;4;2;5;4;4;4;4;4;3;4;5;2;4;1;4;1;Yes;Very stable;1;3;1;1;200
survey1;268;Yes;5;5;2;4;4;4;3;4;3;4;4;5;3;4;4;5;4;3;5;4;5;5;4;4;5;5;4;3;4;4;4;3;Yes;Unstable, sometimes I've got problems;3;3;4;2;557
survey1;269;Yes;3;4;2;3;3;4;2;1;4;5;2;5;3;4;4;5;5;4;4;4;4;4;5;4;2;5;5;4;5;3;5;2;Yes;Stable, in some cases I've had issues;1;4;4;1;351
survey1;270;Yes;3;4;4;4;3;3;3;5;4;4;3;4;3;5;4;4;4;5;4;3;5;3;4;4;4;4;4;5;3;3;3;5;Yes;Stable, in some cases I've had issues;5;5;5;5;267
survey1;271;Yes;4;5;1;3;4;4;3;3;2;4;2;5;4;1;4;3;4;2;5;5;5;4;5;4;2;4;3;2;5;2;4;1;Yes;Stable, in some cases I've had issues;2;4;3;3;9
survey1;272;Yes;2;3;3;1;3;1;5;4;2;3;5;4;4;3;3;2;1;5;4;3;5;3;2;3;2;2;2;5;5;1;3;1;Yes;Unstable, sometimes I've got problems;3;3;3;1;251
survey1;273;Yes;4;5;2;3;5;5;5;4;4;5;3;5;4;2;4;5;5;4;5;5;5;4;5;4;5;5;5;3;4;3;4;5;Yes;Stable, in some cases I've had issues;4;5;5;2;182
survey1;274;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey1;275;Yes;2;4;3;4;3;3;4;3;3;4;5;5;5;3;4;3;3;2;4;4;4;4;4;3;4;4;3;2;3;2;4;2;Yes;Unstable, sometimes I've got problems;3;4;4;2;674
survey1;276;Yes;4;4;1;5;5;1;3;2;3;5;3;5;5;4;3;3;5;4;3;4;5;5;5;1;2;5;5;3;4;2;5;2;Yes;Unstable, sometimes I've got problems;5;5;5;1;221
survey1;277;Yes;5;4;2;5;5;5;3;3;4;5;5;5;5;2;5;5;5;3;5;5;5;5;5;5;4;5;5;4;5;5;5;5;Yes;Stable, in some cases I've had issues;2;5;5;2;879
survey1;278;Yes;3;4;1;4;4;3;4;4;4;5;5;4;5;4;3;3;4;4;4;4;4;3;5;3;2;4;4;4;4;4;4;1;Yes;Stable, in some cases I've had issues;5;5;4;2;659
survey1;279;Yes;5;5;2;4;5;5;3;2;5;4;3;5;4;4;5;5;5;3;5;5;5;5;5;5;5;5;5;3;5;4;5;4;Yes;Stable, in some cases I've had issues;4;5;5;2;910
survey1;280;Yes;4;5;2;4;5;5;3;3;5;5;4;5;5;1;4;4;5;1;5;5;5;5;5;4;5;5;5;2;5;2;5;2;Yes;Stable, in some cases I've had issues;5;5;4;1;42
survey1;281;Yes;4;3;3;2;3;4;2;3;3;4;4;5;3;4;4;3;4;3;4;4;5;4;4;3;4;5;5;3;5;3;4;5;Yes;Very stable;3;4;4;2;827
survey1;282;Yes;4;5;3;1;2;1;4;5;4;1;5;5;3;5;1;1;1;5;5;4;5;2;1;2;4;2;1;5;4;3;3;5;Yes;Very unstable;4;5;5;2;906
survey1;283;Yes;5;5;1;4;4;4;3;5;4;5;3;5;4;2;4;5;5;2;4;4;4;5;4;4;4;5;4;4;4;1;4;2;Yes;Unstable, sometimes I've got problems;3;4;4;1;624
survey1;284;Yes;5;3;5;5;4;4;4;3;3;5;5;4;3;2;3;5;5;3;4;4;5;4;4;3;4;4;5;2;4;4;4;5;Yes;Stable, in some cases I've had issues;3;5;4;3;807
survey1;285;Yes;4;4;2;3;4;3;2;3;3;3;4;4;2;4;3;4;4;1;5;4;5;4;3;2;4;4;3;2;4;4;4;4;Yes;Very stable;1;1;1;1;744
